Referencia;Sheet;Tipo;Valor
Por Setor - Total;InputSite_BusinessAreas ;1Q13;1,0000
Por Produto - Empréstimos;InputSite_BusinessAreas ;1Q13;12090,0400
Por Produto - Fundos;InputSite_BusinessAreas ;1Q13;3080,7300
Por Produto - Fianças;InputSite_BusinessAreas ;1Q13;10062,9800
Por Produto - Instrumentos financeiros;InputSite_BusinessAreas ;1Q13;11735,3600
Por Produto - Total;InputSite_BusinessAreas ;1Q13;36969,1100
Por Área - Corporate & SME Lending;InputSite_BusinessAreas ;1Q13;33077,2095
Por Área - Corporate Lending;InputSite_BusinessAreas ;1Q13;33077,2095
Por Área - SME Lending;InputSite_BusinessAreas ;1Q13;0,0000
Por Área - Wealth Management;InputSite_BusinessAreas ;1Q13;732,1998
Por Área - Liquidity Management;InputSite_BusinessAreas ;1Q13;2397,8344
Por Área - Merchant Banking;InputSite_BusinessAreas ;1Q13;564,9037
Por Área - Celfin;InputSite_BusinessAreas ;1Q13;196,9650
Por Área - Commodities;InputSite_BusinessAreas ;1Q13;0,0000
Por Área - Outros;InputSite_BusinessAreas ;1Q13;0,0000
Por Área - Wealth Management e Outros;InputSite_BusinessAreas ;1Q13;3891,9029
Por Área - Total;InputSite_BusinessAreas ;1Q13;36969,1124
Por classificação de risco - AA;InputSite_BusinessAreas ;1Q13;13404,1694
Por classificação de risco - A;InputSite_BusinessAreas ;1Q13;17077,8436
Por classificação de risco - B;InputSite_BusinessAreas ;1Q13;4413,6936
Por classificação de risco - C;InputSite_BusinessAreas ;1Q13;1101,1473
Por classificação de risco - D;InputSite_BusinessAreas ;1Q13;146,8617
Por classificação de risco - E;InputSite_BusinessAreas ;1Q13;649,3242
Por classificação de risco - F;InputSite_BusinessAreas ;1Q13;66,7875
Por classificação de risco - G;InputSite_BusinessAreas ;1Q13;25,1537
Por classificação de risco - H;InputSite_BusinessAreas ;1Q13;84,1253
Por classificação de risco - Total;InputSite_BusinessAreas ;1Q13;36969,1064
Portfolio BSI por Produto - Due from customers;InputSite_BusinessAreas ;1Q13;0,0000
Portfolio BSI por Produto - Mortgage;InputSite_BusinessAreas ;1Q13;0,0000
Portfolio BSI por Produto - Fiança;InputSite_BusinessAreas ;1Q13;0,0000
Portfolio BSI por Produto - Total;InputSite_BusinessAreas ;1Q13;0,0000
Portfolio BSI por Produto - Provisão;InputSite_BusinessAreas ;1Q13;-272,4033
Sales & Trading - Receitas;InputSite_BusinessAreas ;1Q13;670,3709
Asset Management - Receitas;InputSite_BusinessAreas ;1Q13;253,5035
AUM & AUA (R$ bilhões) - Renda fixa e ações;InputSite_BusinessAreas ;1Q13;97,4040
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;1Q13;42,1184
AUM & AUA (R$ bilhões) - Merchant banking e imobiliários;InputSite_BusinessAreas ;1Q13;23,1911
AUM & AUA (R$ bilhões) - Hedge funds globais;InputSite_BusinessAreas ;1Q13;12,7773
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;1Q13;175,4908
AUM & AUA (R$ bilhões) - Indivíduos de alto patrimônio;InputSite_BusinessAreas ;1Q13;29,7279
AUM & AUA (R$ bilhões) - Institucionais;InputSite_BusinessAreas ;1Q13;23,0865
AUM & AUA (R$ bilhões) - Intermediários financeiros (distribuição para terceiros);InputSite_BusinessAreas ;1Q13;18,8312
AUM & AUA (R$ bilhões) - Empresas;InputSite_BusinessAreas ;1Q13;26,5623
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;1Q13;28,7481
AUM & AUA (R$ bilhões) - Outros;InputSite_BusinessAreas ;1Q13;48,5348
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;1Q13;175,4908
AUM & AUA (R$ bilhões) - Net New Money (NNM);InputSite_BusinessAreas ;1Q13;1,3228
Wealth Management & Consumer Banking - Receitas (BTGP Only);InputSite_BusinessAreas ;1Q13;101,9932
Wealth Management & Consumer Banking - Receitas (BSI);InputSite_BusinessAreas ;1Q13;0,0000
Wealth Management & Consumer Banking - Receitas;InputSite_BusinessAreas ;1Q13;101,9163
Wealth Under Management (WuM) (R$ bilhões) - Fundos;InputSite_BusinessAreas ;1Q13;36,9565
Wealth Under Management (WuM) (R$ bilhões) - Ações;InputSite_BusinessAreas ;1Q13;19,9520
Wealth Under Management (WuM) (R$ bilhões) - Renda Fixa;InputSite_BusinessAreas ;1Q13;8,3226
Wealth Under Management (WuM) (R$ bilhões) - Money Market;InputSite_BusinessAreas ;1Q13;1,0570
Wealth Under Management (WuM) (R$ bilhões) - Derivativos;InputSite_BusinessAreas ;1Q13;0,3927
Wealth Under Management (WuM) (R$ bilhões) - Outros;InputSite_BusinessAreas ;1Q13;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;1Q13;66,6807
Wealth Under Management (WuM) (R$ bilhões) - BTG Pactual;InputSite_BusinessAreas ;1Q13;66,6807
Wealth Under Management (WuM) (R$ bilhões) - BSI;InputSite_BusinessAreas ;1Q13;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;1Q13;66,6807
Wealth Under Management (WuM) (R$ bilhões) - NNM BTG Pactual Stand-Alone;InputSite_BusinessAreas ;1Q13;-1,1970
Wealth Under Management (WuM) (R$ bilhões) - NNM BSI Only;InputSite_BusinessAreas ;1Q13;0,0000
Principal Investments - Receitas;InputSite_BusinessAreas ;1Q13;110,4999
Participations* - Receitas;InputSite_BusinessAreas ;1Q13;-3,8168
Interest & Others - Receitas;InputSite_BusinessAreas ;1Q13;118,7176
Investment Banking - Receitas;InputSite_BusinessAreas ;2Q13;175,0068
Número de transações - Financial advisory (M&A);InputSite_BusinessAreas ;2Q13;15,0000
Número de transações - Equity underwriting (ECM);InputSite_BusinessAreas ;2Q13;7,0000
Número de transações - Debt underwriting (DCM);InputSite_BusinessAreas ;2Q13;12,0000
Valor (US$ mm) - Financial advisory (M&A);InputSite_BusinessAreas ;2Q13;6399,1900
Valor (US$ mm) - Equity underwriting (ECM);InputSite_BusinessAreas ;2Q13;1101,8000
Valor (US$ mm) - Debt underwriting (DCM);InputSite_BusinessAreas ;2Q13;1368,8990
Corporate & SME Lending - Receitas;InputSite_BusinessAreas ;2Q13;183,4740
Por Área - Corporate Lending;InputSite_BusinessAreas ;2Q13;31529,6052
Por Setor - Utilities;InputSite_BusinessAreas ;2Q13;0,2216
Por Setor - WM, Payroll and Consumer;InputSite_BusinessAreas ;2Q13;0,0000
Por Setor - Financials;InputSite_BusinessAreas ;2Q13;0,0026
Por Setor - Agribusiness;InputSite_BusinessAreas ;2Q13;0,0856
Por Setor - Retail;InputSite_BusinessAreas ;2Q13;0,0550
Por Setor - Real Estate;InputSite_BusinessAreas ;2Q13;0,1065
Por Setor - Oil & Gas;InputSite_BusinessAreas ;2Q13;0,0491
Por Setor - Food & Beverage;InputSite_BusinessAreas ;2Q13;0,0273
Por Setor - Metals & Mining;InputSite_BusinessAreas ;2Q13;0,0377
Por Setor - Water & Sewage;InputSite_BusinessAreas ;2Q13;0,0000
Por Setor - Infrastructure;InputSite_BusinessAreas ;2Q13;0,1571
Por Setor - Telecom;InputSite_BusinessAreas ;2Q13;0,0170
Por Setor - Government;InputSite_BusinessAreas ;2Q13;0,0000
Por Setor - Auto-Parts;InputSite_BusinessAreas ;2Q13;0,0007
Por Setor - Forest Products & Paper;InputSite_BusinessAreas ;2Q13;0,0000
Por Setor - Healthcare;InputSite_BusinessAreas ;2Q13;0,0000
Por Setor - Petrochemicals;InputSite_BusinessAreas ;2Q13;0,0049
Por Setor - Wealth Management;InputSite_BusinessAreas ;2Q13;0,0259
Por Setor - Outros;InputSite_BusinessAreas ;2Q13;0,2089
Por Setor - Total;InputSite_BusinessAreas ;2Q13;1,0000
Por Produto - Empréstimos;InputSite_BusinessAreas ;2Q13;13178,4000
Por Produto - Fundos;InputSite_BusinessAreas ;2Q13;2818,4300
Por Produto - Fianças;InputSite_BusinessAreas ;2Q13;7836,2000
Por Produto - Instrumentos financeiros;InputSite_BusinessAreas ;2Q13;11756,2800
Por Produto - Total;InputSite_BusinessAreas ;2Q13;35589,3100
Por Área - Corporate & SME Lending;InputSite_BusinessAreas ;2Q13;31529,6052
Por Área - Corporate Lending;InputSite_BusinessAreas ;2Q13;31529,6052
Por Área - SME Lending;InputSite_BusinessAreas ;2Q13;0,0000
Por Área - Wealth Management;InputSite_BusinessAreas ;2Q13;749,6983
Por Área - Liquidity Management;InputSite_BusinessAreas ;2Q13;2690,1562
Por Área - Merchant Banking;InputSite_BusinessAreas ;2Q13;581,5534
Por Área - Celfin;InputSite_BusinessAreas ;2Q13;38,3007
Por Área - Commodities;InputSite_BusinessAreas ;2Q13;0,0000
Por Área - Outros;InputSite_BusinessAreas ;2Q13;0,0000
Por Área - Wealth Management e Outros;InputSite_BusinessAreas ;2Q13;4059,7086
Por Área - Total;InputSite_BusinessAreas ;2Q13;35589,3138
Por classificação de risco - AA;InputSite_BusinessAreas ;2Q13;12564,8755
Por classificação de risco - A;InputSite_BusinessAreas ;2Q13;13042,9460
Por classificação de risco - B;InputSite_BusinessAreas ;2Q13;7131,8870
Por classificação de risco - C;InputSite_BusinessAreas ;2Q13;1760,9222
Por classificação de risco - D;InputSite_BusinessAreas ;2Q13;86,5850
Por classificação de risco - E;InputSite_BusinessAreas ;2Q13;813,8732
Por classificação de risco - F;InputSite_BusinessAreas ;2Q13;89,8566
Por classificação de risco - G;InputSite_BusinessAreas ;2Q13;47,5946
Por classificação de risco - H;InputSite_BusinessAreas ;2Q13;50,7599
Por classificação de risco - Total;InputSite_BusinessAreas ;2Q13;35589,2999
Portfolio BSI por Produto - Due from customers;InputSite_BusinessAreas ;2Q13;0,0000
Portfolio BSI por Produto - Mortgage;InputSite_BusinessAreas ;2Q13;0,0000
Portfolio BSI por Produto - Fiança;InputSite_BusinessAreas ;2Q13;0,0000
Portfolio BSI por Produto - Total;InputSite_BusinessAreas ;2Q13;0,0000
Portfolio BSI por Produto - Provisão;InputSite_BusinessAreas ;2Q13;-291,7033
Sales & Trading - Receitas;InputSite_BusinessAreas ;2Q13;461,7105
Asset Management - Receitas;InputSite_BusinessAreas ;2Q13;215,7894
AUM & AUA (R$ bilhões) - Renda fixa e ações;InputSite_BusinessAreas ;2Q13;99,6932
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;2Q13;44,9689
AUM & AUA (R$ bilhões) - Merchant banking e imobiliários;InputSite_BusinessAreas ;2Q13;27,2396
AUM & AUA (R$ bilhões) - Hedge funds globais;InputSite_BusinessAreas ;2Q13;14,1914
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;2Q13;186,0930
AUM & AUA (R$ bilhões) - Indivíduos de alto patrimônio;InputSite_BusinessAreas ;2Q13;29,6468
AUM & AUA (R$ bilhões) - Institucionais;InputSite_BusinessAreas ;2Q13;23,9320
AUM & AUA (R$ bilhões) - Intermediários financeiros (distribuição para terceiros);InputSite_BusinessAreas ;2Q13;19,3116
AUM & AUA (R$ bilhões) - Empresas;InputSite_BusinessAreas ;2Q13;28,3818
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;2Q13;31,5778
AUM & AUA (R$ bilhões) - Outros;InputSite_BusinessAreas ;2Q13;53,2430
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;2Q13;186,0930
AUM & AUA (R$ bilhões) - Net New Money (NNM);InputSite_BusinessAreas ;2Q13;6,1277
Wealth Management & Consumer Banking - Receitas (BTGP Only);InputSite_BusinessAreas ;2Q13;100,8579
Wealth Management & Consumer Banking - Receitas (BSI);InputSite_BusinessAreas ;2Q13;0,0000
Wealth Management & Consumer Banking - Receitas;InputSite_BusinessAreas ;2Q13;100,8579
Wealth Under Management (WuM) (R$ bilhões) - Fundos;InputSite_BusinessAreas ;2Q13;37,8001
Wealth Under Management (WuM) (R$ bilhões) - Ações;InputSite_BusinessAreas ;2Q13;17,5211
Wealth Under Management (WuM) (R$ bilhões) - Renda Fixa;InputSite_BusinessAreas ;2Q13;8,0517
Wealth Under Management (WuM) (R$ bilhões) - Money Market;InputSite_BusinessAreas ;2Q13;1,1703
Wealth Under Management (WuM) (R$ bilhões) - Derivativos;InputSite_BusinessAreas ;2Q13;0,3619
Wealth Under Management (WuM) (R$ bilhões) - Outros;InputSite_BusinessAreas ;2Q13;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;2Q13;64,9049
Wealth Under Management (WuM) (R$ bilhões) - BTG Pactual;InputSite_BusinessAreas ;2Q13;64,9049
Wealth Under Management (WuM) (R$ bilhões) - BSI;InputSite_BusinessAreas ;2Q13;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;2Q13;64,9049
Wealth Under Management (WuM) (R$ bilhões) - NNM BTG Pactual Stand-Alone;InputSite_BusinessAreas ;2Q13;-0,2828
Wealth Under Management (WuM) (R$ bilhões) - NNM BSI Only;InputSite_BusinessAreas ;2Q13;0,0000
Principal Investments - Receitas;InputSite_BusinessAreas ;2Q13;-160,1719
Participations* - Receitas;InputSite_BusinessAreas ;2Q13;-11,7092
Interest & Others - Receitas;InputSite_BusinessAreas ;2Q13;146,4810
Investment Banking - Receitas;InputSite_BusinessAreas ;3Q13;130,7223
Número de transações - Financial advisory (M&A);InputSite_BusinessAreas ;3Q13;17,0000
Número de transações - Equity underwriting (ECM);InputSite_BusinessAreas ;3Q13;5,0000
Número de transações - Debt underwriting (DCM);InputSite_BusinessAreas ;3Q13;8,0000
Valor (US$ mm) - Financial advisory (M&A);InputSite_BusinessAreas ;3Q13;7896,1500
Valor (US$ mm) - Equity underwriting (ECM);InputSite_BusinessAreas ;3Q13;617,1600
Valor (US$ mm) - Debt underwriting (DCM);InputSite_BusinessAreas ;3Q13;1468,1150
Corporate & SME Lending - Receitas;InputSite_BusinessAreas ;3Q13;184,5686
Por Área - Corporate Lending;InputSite_BusinessAreas ;3Q13;31727,4527
Por Setor - Utilities;InputSite_BusinessAreas ;3Q13;0,2177
Por Setor - WM, Payroll and Consumer;InputSite_BusinessAreas ;3Q13;0,0000
Por Setor - Financials;InputSite_BusinessAreas ;3Q13;0,0026
Por Setor - Agribusiness;InputSite_BusinessAreas ;3Q13;0,0906
Por Setor - Retail;InputSite_BusinessAreas ;3Q13;0,0567
Por Setor - Real Estate;InputSite_BusinessAreas ;3Q13;0,1144
Por Setor - Oil & Gas;InputSite_BusinessAreas ;3Q13;0,0618
Por Setor - Food & Beverage;InputSite_BusinessAreas ;3Q13;0,0119
Por Setor - Metals & Mining;InputSite_BusinessAreas ;3Q13;0,0322
Por Setor - Water & Sewage;InputSite_BusinessAreas ;3Q13;0,0000
Por Setor - Infrastructure;InputSite_BusinessAreas ;3Q13;0,1567
Por Setor - Telecom;InputSite_BusinessAreas ;3Q13;0,0104
Por Setor - Government;InputSite_BusinessAreas ;3Q13;0,0000
Por Setor - Auto-Parts;InputSite_BusinessAreas ;3Q13;0,0007
Por Setor - Forest Products & Paper;InputSite_BusinessAreas ;3Q13;0,0000
Por Setor - Healthcare;InputSite_BusinessAreas ;3Q13;0,0000
Por Setor - Petrochemicals;InputSite_BusinessAreas ;3Q13;0,0036
Por Setor - Wealth Management;InputSite_BusinessAreas ;3Q13;0,0286
Por Setor - Outros;InputSite_BusinessAreas ;3Q13;0,2120
Por Setor - Total;InputSite_BusinessAreas ;3Q13;1,0000
Por Produto - Empréstimos;InputSite_BusinessAreas ;3Q13;13568,5383
Por Produto - Fundos;InputSite_BusinessAreas ;3Q13;2655,9926
Por Produto - Fianças;InputSite_BusinessAreas ;3Q13;7856,1540
Por Produto - Instrumentos financeiros;InputSite_BusinessAreas ;3Q13;11704,6688
Por Produto - Total;InputSite_BusinessAreas ;3Q13;35785,3537
Por Área - Corporate & SME Lending;InputSite_BusinessAreas ;3Q13;31727,4527
Por Área - Corporate Lending;InputSite_BusinessAreas ;3Q13;31727,4527
Por Área - SME Lending;InputSite_BusinessAreas ;3Q13;0,0000
Por Área - Wealth Management;InputSite_BusinessAreas ;3Q13;1023,8265
Por Área - Liquidity Management;InputSite_BusinessAreas ;3Q13;2410,4852
Por Área - Merchant Banking;InputSite_BusinessAreas ;3Q13;600,9600
Por Área - Celfin;InputSite_BusinessAreas ;3Q13;22,6293
Por Área - Commodities;InputSite_BusinessAreas ;3Q13;0,0000
Por Área - Outros;InputSite_BusinessAreas ;3Q13;0,0000
Por Área - Wealth Management e Outros;InputSite_BusinessAreas ;3Q13;4057,9010
Por Área - Total;InputSite_BusinessAreas ;3Q13;35785,3537
Por classificação de risco - AA;InputSite_BusinessAreas ;3Q13;13156,7942
Por classificação de risco - A;InputSite_BusinessAreas ;3Q13;15546,0690
Por classificação de risco - B;InputSite_BusinessAreas ;3Q13;3497,5171
Por classificação de risco - C;InputSite_BusinessAreas ;3Q13;2256,6013
Por classificação de risco - D;InputSite_BusinessAreas ;3Q13;306,2125
Por classificação de risco - E;InputSite_BusinessAreas ;3Q13;859,5419
Por classificação de risco - F;InputSite_BusinessAreas ;3Q13;18,1057
Por classificação de risco - G;InputSite_BusinessAreas ;3Q13;117,4634
Por classificação de risco - H;InputSite_BusinessAreas ;3Q13;26,9292
Por classificação de risco - Total;InputSite_BusinessAreas ;3Q13;35785,2344
Portfolio BSI por Produto - Due from customers;InputSite_BusinessAreas ;3Q13;0,0000
Portfolio BSI por Produto - Mortgage;InputSite_BusinessAreas ;3Q13;0,0000
Portfolio BSI por Produto - Fiança;InputSite_BusinessAreas ;3Q13;0,0000
Portfolio BSI por Produto - Total;InputSite_BusinessAreas ;3Q13;0,0000
Portfolio BSI por Produto - Provisão;InputSite_BusinessAreas ;3Q13;-301,3486
Sales & Trading - Receitas;InputSite_BusinessAreas ;3Q13;257,9315
Asset Management - Receitas;InputSite_BusinessAreas ;3Q13;222,6224
AUM & AUA (R$ bilhões) - Renda fixa e ações;InputSite_BusinessAreas ;3Q13;96,4943
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;3Q13;44,6936
AUM & AUA (R$ bilhões) - Merchant banking e imobiliários;InputSite_BusinessAreas ;3Q13;32,4946
AUM & AUA (R$ bilhões) - Hedge funds globais;InputSite_BusinessAreas ;3Q13;15,1429
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;3Q13;188,8254
AUM & AUA (R$ bilhões) - Indivíduos de alto patrimônio;InputSite_BusinessAreas ;3Q13;30,0475
AUM & AUA (R$ bilhões) - Institucionais;InputSite_BusinessAreas ;3Q13;24,5500
AUM & AUA (R$ bilhões) - Intermediários financeiros (distribuição para terceiros);InputSite_BusinessAreas ;3Q13;16,7575
AUM & AUA (R$ bilhões) - Empresas;InputSite_BusinessAreas ;3Q13;24,1660
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;3Q13;34,5312
AUM & AUA (R$ bilhões) - Outros;InputSite_BusinessAreas ;3Q13;58,7733
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;3Q13;188,8254
AUM & AUA (R$ bilhões) - Net New Money (NNM);InputSite_BusinessAreas ;3Q13;-3,8831
Wealth Management & Consumer Banking - Receitas (BTGP Only);InputSite_BusinessAreas ;3Q13;92,7512
Wealth Management & Consumer Banking - Receitas (BSI);InputSite_BusinessAreas ;3Q13;0,0000
Wealth Management & Consumer Banking - Receitas;InputSite_BusinessAreas ;3Q13;92,7647
Wealth Under Management (WuM) (R$ bilhões) - Fundos;InputSite_BusinessAreas ;3Q13;38,1861
Wealth Under Management (WuM) (R$ bilhões) - Ações;InputSite_BusinessAreas ;3Q13;17,5107
Wealth Under Management (WuM) (R$ bilhões) - Renda Fixa;InputSite_BusinessAreas ;3Q13;8,4438
Wealth Under Management (WuM) (R$ bilhões) - Money Market;InputSite_BusinessAreas ;3Q13;1,1926
Wealth Under Management (WuM) (R$ bilhões) - Derivativos;InputSite_BusinessAreas ;3Q13;0,1189
Wealth Under Management (WuM) (R$ bilhões) - Outros;InputSite_BusinessAreas ;3Q13;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;3Q13;65,4522
Wealth Under Management (WuM) (R$ bilhões) - BTG Pactual;InputSite_BusinessAreas ;3Q13;65,4522
Wealth Under Management (WuM) (R$ bilhões) - BSI;InputSite_BusinessAreas ;3Q13;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;3Q13;65,4522
Wealth Under Management (WuM) (R$ bilhões) - NNM BTG Pactual Stand-Alone;InputSite_BusinessAreas ;3Q13;0,7303
Wealth Under Management (WuM) (R$ bilhões) - NNM BSI Only;InputSite_BusinessAreas ;3Q13;0,0000
Principal Investments - Receitas;InputSite_BusinessAreas ;3Q13;226,4629
Participations* - Receitas;InputSite_BusinessAreas ;3Q13;-25,8129
Interest & Others - Receitas;InputSite_BusinessAreas ;3Q13;194,5130
Investment Banking - Receitas;InputSite_BusinessAreas ;4Q13;49,7339
Número de transações - Financial advisory (M&A);InputSite_BusinessAreas ;4Q13;16,0000
Número de transações - Equity underwriting (ECM);InputSite_BusinessAreas ;4Q13;5,0000
Número de transações - Debt underwriting (DCM);InputSite_BusinessAreas ;4Q13;18,0000
Valor (US$ mm) - Financial advisory (M&A);InputSite_BusinessAreas ;4Q13;19855,1400
Valor (US$ mm) - Equity underwriting (ECM);InputSite_BusinessAreas ;4Q13;493,7000
